SAMPLE_ID,STRUCTURE_ID,PREFERRED_LCMS_METHOD,SPE_METHOD,METHOD,SPE_SUCCESSFUL,CRASHED_OUT,SAMPLE_STATUS,SAMPLE_CURRENT_STATUS,TERMINATION_CAUSE,TERMINATION_STEP,TERMINATION_DETAILS,REACTION_SCALE_(mmol),SELECTED_FRACTIONS,VOLUME_COLLECTED_(mL),TOTAL_FRACTIONS_COLLECTED,RECOVERED_SAMPLE_DRY_MASS_(mg),PERCENT_YIELD,%_PURITY_(BY_LCMS),PURIFICATION_COMMENTS,EXTRA_COMMENTS,MolWt,ExactMolWt,logP,HBD,HBA,TPSA,Flexibility,Rotatable Bonds,qed,HeavyAtomMolWt,MolLogP,MolMR,FractionCSP3,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,FpDensityMorgan1,BalabanJ,BertzCT,HallKierAlpha,Ipc,Kappa2,LabuteASA,PEOE_VSA10,PEOE_VSA2,SMR_VSA10,SMR_VSA4,SlogP_VSA2,SlogP_VSA6,MaxEStateIndex,MinEStateIndex,EState_VSA3,EState_VSA8,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,Principal component 1,Principal component 2,Principal component 3,class
00YLL22-042-030,00YLL22-042-030,Gemini LpH,MCX,MCX/Gemini LpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F1S,12.47,1.0,12.7,35.70%,100%,did not work up well; SAP4 froze with sample on deck,,461.309,460.0817438,3.194,1,9,102.1,0.1714,6,0.487589476,443.165,3.58862,113.6477,0.3,160,0.252142977,-0.361806156,1.322580645,1.420513287,1263.919675,-2.88,20978852.76,7.990699394,186.4188286,13.21376393,9.893218992,40.01198444,0.0,48.86383287,29.04951622,12.79669489,-0.115725615,41.39466427,24.90510504,31,1,9,0,1,1,1,3,4,7,1,11,5,0,0,0,5,-4.892685026619718,2.0513325923221255,1.2530427967850797,2
00YLL22-042-031,00YLL22-042-031,Gemini LpH,MCX,MCX/Gemini LpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F1S,7.86,2.0,16.0,37.60%,100%,Send to IO2,,448.31,447.0864948,2.384,1,8,83.46,0.1176,4,0.667884687,429.158,2.5392,112.3557,0.35,156,0.248614748,-0.369794643,1.233333333,1.519113864,1141.469371,-2.55,12847897.64,7.609021587,181.8221617,6.606881965,14.68775618,45.91916417,0.0,69.22667533,24.52642128,12.97199125,-0.151636199,42.83117422,14.76446326,30,1,8,0,2,2,1,2,3,5,1,10,3,0,1,1,5,-3.2881174307244314,0.3553274082649743,1.777511835946474,2
00YLL22-042-032,00YLL22-042-032,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,Complete,Completed & Shipped,,,,0.1,F1L/F3S,12.46,1.0,17.4,24.90%,100%,,,462.337,461.1021449,2.513,1,8,83.46,0.1429,5,0.646632708,441.169,2.9293,116.9727,0.380952381,162,0.248158567,-0.369795149,1.225806452,1.442572138,1157.931685,-2.55,21204701.98,8.180995217,188.1871038,6.606881965,14.68775618,45.91916417,0.0,69.22667533,24.52642128,12.97302701,-0.063347464,55.79675224,14.76446326,31,1,8,0,2,2,1,2,3,5,1,10,4,0,1,1,5,-4.174695957172764,0.08720216657561182,2.1613143646825757,2
00YLL22-042-033,00YLL22-042-033,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F4S,30.32,3.0,10.7,53.50%,99%,,,429.311,428.0919146,3.215,1,7,71.74,0.1515,5,0.533864252,411.167,3.9672,111.8007,0.25,148,0.224280415,-0.339283863,1.24137931,1.524670118,1179.980366,-2.77,9258152.536,7.240539103,176.3941396,0.0,9.893218992,40.01198444,0.0,41.6673873,43.2474285,12.85437503,0.122665825,42.64511387,19.74844179,29,1,7,0,1,1,1,3,4,5,1,9,4,0,0,0,5,-4.271436194312029,-1.2514135375203352,-1.4939406365759262,2
00YLL22-042-034,00YLL22-042-034,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F1S,19.56,1.0,23.4,4.20%,97%,;medium gradient;;;,,437.327,436.1068959,2.953,1,7,72.38,0.25,8,0.572132234,415.151,3.7335,112.2687,0.4,154,0.22480315,-0.382297742,1.24137931,1.636254941,1016.825163,-2.06,6406073.928,8.750619295,178.0201823,0.0,9.893218992,40.01198444,0.0,59.04675257,24.52642128,12.71436236,0.070551785,55.92100336,14.76446326,29,1,7,0,1,1,1,2,3,5,1,9,7,0,0,0,4,0.3893959808996105,0.3737456666395539,-1.1689817639418145,3
00YLL22-042-035,00YLL22-042-035,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F1S,11.86,1.0,17.0,6.80%,100%,extend SPE evap for F3 evap;poor peak shape;;;,,423.3,422.0912459,2.937,1,7,72.38,0.2258,7,0.61773477,403.14,3.3434,107.6517,0.368421053,148,0.248481494,-0.382297408,1.285714286,1.706041925,1000.690341,-2.06,3930347.479,8.126207151,171.6552402,6.606881965,9.893218992,40.01198444,0.0,59.04675257,24.52642128,12.59025514,-0.046405415,42.89329977,14.76446326,28,1,7,0,1,1,1,2,3,5,1,9,6,0,0,0,4,2.311880221609608,1.3450553641469374,1.1371740570593676,0
00YLL22-042-036,00YLL22-042-036,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F1S,14.43,2.0,3.4,0.00%,94%,extend SPE evap for F3 evap;medium gradient;;;,,497.404,496.0738815,2.142,1,8,97.29,0.1111,4,0.599352391,475.228,3.2742,122.5845,0.428571429,170,0.244120049,-0.381306416,1.21875,1.634776414,1311.513403,-2.07,24964300.55,7.759423655,194.8911464,0.0,9.893218992,49.84923758,0.0,64.75066168,24.52642128,13.68188212,-3.635298744,23.13477944,14.76446326,32,1,8,0,2,2,1,2,3,6,1,11,3,0,1,1,5,-3.797200038459266,0.4845926747545039,0.4465637228487389,2
00YLL22-042-038,00YLL22-042-038,Gemini LpH,MCX,MCX/Gemini LpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F1S,11.41,1.0,9.9,31.30%,99%,,,432.311,431.0915802,1.798,1,7,74.23,0.1212,4,0.676356103,413.159,3.1587,110.7007,0.35,150,0.229185818,-0.341202494,1.172413793,1.542050817,1131.89899,-2.51,5253983.423,6.77864775,176.7086165,0.0,14.68775618,45.91916417,5.917906046,56.0129114,24.52642128,13.00538127,-0.120151819,42.76904866,14.76446326,29,1,7,0,2,2,1,2,3,4,1,9,2,0,1,1,5,-4.923990528125676,2.658959216674303,1.4120180286547983,2
00YLL22-042-039,00YLL22-042-039,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F1S,12.28,1.0,13.6,0.00%,99%,Send to IO2,,434.327,433.1072303,2.082,1,7,74.23,0.1875,6,0.682780803,413.159,3.5488,112.8847,0.35,152,0.224265417,-0.345485479,1.275862069,1.713494129,1090.425382,-2.51,5100203.386,7.723650158,177.7144476,0.0,14.68775618,45.91916417,0.0,56.51582698,24.52642128,12.78200164,-0.050615982,42.64511387,14.76446326,29,1,7,0,1,1,1,2,3,4,1,9,4,0,0,0,4,11.173447485071582,-2.778557970317477,-1.9563689071739674,0
00YLL22-042-041,00YLL22-042-041,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F1S,13.58,1.0,16.3,12.80%,99%,SAP4 aborted,,476.364,475.117795,2.278,1,8,83.46,0.1389,5,0.629039061,453.18,3.3162,121.5457,0.409090909,168,0.245395928,-0.379517593,1.25,1.554775425,1206.33854,-2.55,30198688.9,8.098343802,194.5520459,6.041840829,14.68775618,45.91916417,0.0,68.72375975,24.52642128,13.52209423,-0.5103833,42.64511387,14.76446326,32,1,8,0,2,2,1,2,3,5,1,10,3,0,1,1,5,-4.647626007898517,-0.8851546680012748,1.7248818644826176,2
00YLL22-042-042,00YLL22-042-042,Gemini LpH,MCX,MCX/Gemini LpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F1S,9.29,1.0,5.7,7.40%,99%,,,446.338,445.1072303,3.144,1,7,74.23,0.08824,3,0.652766198,425.17,3.6913,115.3657,0.380952381,156,0.245276126,-0.339283843,1.266666667,1.58570316,1154.313204,-2.51,11931905.31,7.320104163,183.0735586,6.041840829,14.68775618,45.91916417,0.0,56.0129114,24.52642128,13.31005342,-0.391124041,42.52117909,14.76446326,30,1,7,0,2,2,1,2,3,4,1,9,2,0,1,1,5,0.2625483299037528,-2.6908755262275705,-0.4299426728763865,0
00YLL22-042-043,00YLL22-042-043,Gemini LpH,MCX,MCX/Gemini LpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F4S,6.92,3.0,3.2,36.10%,99%,,,434.283,433.0708448,2.246,2,8,92.25,0.09091,3,0.648330159,417.147,3.1789,107.8454,0.315789474,150,0.407284611,-0.449450123,1.275862069,1.586914696,1125.015007,-2.71,7898423.88,6.963530745,175.2472481,6.041840829,9.893218992,46.10522451,0.0,50.858272,24.52642128,13.02324786,-0.567049967,36.10035747,20.08125187,29,2,8,0,2,2,1,2,3,5,2,10,2,0,1,1,5,-1.1725812014772894,5.3254448725085375,-2.3932312119511083,3
00YLL22-042-044,00YLL22-042-044,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F1S,16.73,1.0,15.6,34.80%,99%,;;Lost a decent amount of sample from offline evap overnight;;,,432.311,431.0915802,2.497,1,7,74.23,0.09091,3,0.676356103,413.159,3.1587,110.7007,0.35,150,0.227910105,-0.344925655,1.275862069,1.590434849,1137.89899,-2.51,7278682.905,6.77864775,176.7086165,0.0,14.68775618,45.91916417,5.917906046,56.51582698,24.52642128,13.10741453,-0.278855523,36.22429225,14.76446326,29,1,7,0,2,2,1,2,3,4,1,9,2,0,1,1,5,-6.791964689757976,-0.7343273568353433,1.445129612182008,2
00YLL22-042-045,00YLL22-042-045,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F1S,10.17,1.0,15.1,4.00%,99%,,,434.327,433.1072303,2.916,2,7,83.02,0.1875,6,0.658541035,413.159,3.5951,112.8524,0.35,152,0.24477337,-0.344596036,1.310344828,1.76971044,1090.425382,-2.51,5305885.305,7.723650158,177.5044761,6.041840829,14.68775618,45.91916417,0.0,44.06532969,24.52642128,12.92959423,-0.575198115,36.10035747,20.08125187,29,2,7,0,1,1,1,2,3,4,2,9,4,0,0,0,4,1.7754770894208627,0.657016022426533,-2.692842794392622,0
00YLL22-042-046,00YLL22-042-046,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F1S,11.33,1.0,17.4,35.80%,100%,SAP4 aborted,,435.311,434.0912459,2.926,1,7,72.38,0.1212,4,0.684006856,415.151,3.4859,110.1327,0.4,152,0.257233831,-0.377752014,1.344827586,1.634939556,1087.280135,-2.06,8502715.677,7.020480067,177.0143511,0.0,9.893218992,40.01198444,0.0,58.04092141,24.52642128,13.34320157,-0.897874745,42.70723943,14.76446326,29,1,7,0,2,2,1,2,3,5,1,9,3,0,1,1,5,-4.009257884152546,0.31537729009927395,-0.707484704625868,2
00YLL22-042-047,00YLL22-042-047,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F1S,24.5,1.0,15.6,26.20%,98%,send to IO2,,435.311,434.0912459,2.509,1,7,72.38,0.09091,3,0.670490177,415.151,3.3434,110.0847,0.4,152,0.230271059,-0.378141167,1.172413793,1.576222659,1055.796044,-2.06,7829474.049,7.645059826,177.0143511,0.0,9.893218992,40.01198444,5.917906046,58.54383699,24.52642128,13.14074786,-0.274225893,56.1070637,14.76446326,29,1,7,0,2,2,1,2,3,5,1,9,2,0,1,1,5,1.8272892513560945,-2.926700416075181,-1.7463892550035576,0
00YLL22-042-048,00YLL22-042-048,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F1S,16.38,1.0,12.1,22.90%,99%,,,461.309,460.0817438,2.024,1,9,94.54,0.1143,4,0.60713272,443.165,2.5744,114.6957,0.3,160,0.326923916,-0.339283845,1.193548387,1.508697474,1235.745109,-3.04,17391987.18,7.279212616,186.6299722,13.08951281,19.58766591,51.95027868,0.0,73.99160763,24.52642128,12.98408497,-0.453719533,29.67953585,14.76446326,31,1,9,0,2,2,1,2,3,5,1,11,3,0,1,1,5,4.766830778287062,-1.391483314806823,-0.42436639487230954,0
00YLL22-042-049,00YLL22-042-049,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F1S,21.79,1.0,10.3,18.40%,100%,extend evap for F3,,449.338,448.1068959,2.929,1,7,72.38,0.1176,4,0.66167511,427.162,3.7335,114.7017,0.428571429,158,0.22293776,-0.37866578,1.2,1.495058569,1072.046503,-2.06,12456847.97,8.227186917,183.3792933,0.0,9.893218992,40.01198444,5.917906046,58.54383699,24.52642128,13.06227469,0.092018226,62.52788533,14.76446326,30,1,7,0,2,2,1,2,3,5,1,9,3,0,1,1,5,-4.310194294123051,0.3212895440479785,0.6085738664023723,2
00YLL22-042-050,00YLL22-042-050,Gemini LpH,MCX,MCX/Gemini LpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F1S,11.18,1.0,8.9,46.10%,99%,,,483.377,482.0582315,1.991,1,8,97.29,0.1143,4,0.618208856,463.217,2.8841,117.9675,0.4,164,0.255824,-0.367265181,1.290322581,1.615721222,1302.673991,-2.07,15262939.98,7.230025925,188.5262043,0.0,9.893218992,49.84923758,0.0,64.75066168,24.52642128,13.4465349,-3.306932309,29.67953585,14.76446326,31,1,8,0,2,2,1,2,3,6,1,11,3,0,1,1,5,2.7317894457887895,-2.5106047981275523,-1.4240765886969264,0
00YLL22-042-051,00YLL22-042-051,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F1S,12.67,1.0,17.5,52.20%,99%,,,379.247,378.0650311,2.903,1,6,63.15,0.1429,4,0.759510887,363.119,3.3268,96.8327,0.294117647,130,0.248463692,-0.374871194,1.36,1.926325001,949.6128941,-2.02,895119.8215,6.367295217,153.8118107,6.606881965,9.893218992,40.01198444,0.0,45.83298864,24.52642128,12.26792379,-0.026593434,29.67953585,14.76446326,25,1,6,0,1,1,1,2,3,4,1,8,3,0,0,0,4,1.498555966175502,4.536680881669014,-0.7041468073767924,3
00YLL22-042-052,00YLL22-042-052,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F1S,17.89,1.0,23.3,64.30%,98%,,,446.338,445.1072303,2.573,1,7,74.23,0.1176,4,0.652766198,425.17,3.6913,115.3657,0.380952381,156,0.245290391,-0.339283843,1.2,1.587258951,1154.313204,-2.51,12416193.86,7.320104163,183.0735586,6.041840829,14.68775618,45.91916417,0.0,55.50999583,24.52642128,13.31616453,-0.366818486,42.64511387,14.76446326,30,1,7,0,2,2,1,2,3,4,1,9,2,0,1,1,5,-3.5651956018330497,-0.5889755635952332,-2.1128018597144,2
00YLL22-042-053,00YLL22-042-053,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F1S,22.16,1.0,27.8,3.00%,96%,";""Over pressured; manual injection was used to recover sample. LCMS samples needed to analyze. Method MS signal changed to SIM; not Scan for run; all fractions manually collected"";;;",,432.311,431.0915802,2.967,1,7,74.23,0.1212,4,0.690450983,413.159,3.3028,110.7707,0.35,150,0.242108912,-0.339283845,1.206896552,1.551107491,1122.041956,-2.51,8068551.101,7.073401552,176.7086165,0.0,14.68775618,45.91916417,0.0,56.0129114,24.52642128,12.90056268,-0.028676768,42.64511387,14.76446326,29,1,7,0,2,2,1,2,3,4,1,9,3,0,1,1,5,0.861040390070242,0.9561338149646267,-0.15339129503752055,3
00YLL22-042-054,00YLL22-042-054,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F1S,12.1,1.0,13.4,46.20%,100%,,,446.338,445.1072303,2.856,1,7,74.23,0.08824,3,0.654589732,425.17,3.5488,115.3177,0.380952381,156,0.226185291,-0.345716933,1.233333333,1.554491283,1154.313204,-2.51,11726505.08,7.320104163,183.0735586,0.0,14.68775618,45.91916417,5.917906046,56.51582698,24.52642128,13.22945534,-0.249966634,42.64511387,14.76446326,30,1,7,0,2,2,1,2,3,4,1,9,2,0,1,1,5,-0.3256357105234741,6.019008708293003,-0.9505577868859381,3
00YLL22-043-001,00YLL22-043-001,Gemini LpH,HLB,HLB/Gemini LpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F4S,14.9,1.0,15.0,44.10%,99%,"RunNextMethod. Impurity no less seperated in Luna than it was Gemini. runPrep Gemini;""MS threshold 35K; sample only got up to 40K; minimal collection. Manual selected for a PO12 final weight"";;""Manual PO12 run/vial selected still had an SPE sample string. DA run resulted in an SPE XML; not a DA XML"";",,324.727,324.0414032,3.193,2,6,102.7,0.16,4,0.768545162,315.655,3.36198,83.939,0.0,112,0.336729183,-0.477600539,1.173913043,2.091871596,943.2484486,-3.17,248883.6992,5.908533866,135.512441,11.76314931,5.098681808,17.57024518,0.0,26.4865814,42.46456948,11.20049184,-1.085611792,11.25737949,15.41074871,23,2,6,0,0,0,2,1,3,4,2,7,3,0,0,0,3,4.453336780313713,-3.022128115642076,-2.1577943969196367,0
00YLL22-043-002,00YLL22-043-002,Gemini LpH,HLB,HLB/Gemini LpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F4S,11.81,1.0,12.8,0.00%,96%,to IO2; almost equal amounts of COI in F4 and F1,,290.282,290.0803756,2.573,2,6,102.7,0.1667,4,0.771592984,280.202,2.70858,78.929,0.0,106,0.33520066,-0.477638992,1.090909091,2.071770124,892.9115062,-3.46,172957.0456,5.498948059,125.2091748,11.76314931,5.098681808,5.969305288,0.0,26.4865814,48.53093655,11.06410295,-0.969871052,5.693927995,15.41074871,22,2,6,0,0,0,2,1,3,4,2,6,3,0,0,0,3,5.039258545704138,-3.6085326228955976,-0.9540976431086007,0
00YLL22-043-004,00YLL22-043-004,Gemini LpH,HLB,HLB/Gemini LpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F4S,15.96,1.0,12.5,0.00%,100%,,,287.282,287.0807099,2.557,2,6,109.4,0.1667,4,0.752385864,278.21,2.58766,78.3495,0.0,104,0.189858447,-0.506547582,0.954545455,2.075041856,930.1946038,-3.64,175891.9591,5.390191775,125.4402324,23.58188245,5.098681808,0.0,0.0,20.51727611,42.46456948,9.796382328,-0.063588987,5.693927995,15.41074871,22,2,6,0,0,0,2,1,3,5,2,6,2,0,0,0,3,3.3354529650361835,-4.349932065696041,-3.342103197403703,0
00YLL22-043-006,00YLL22-043-006,Gemini LpH,HLB,HLB/Gemini LpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F4S,10.32,1.0,16.5,0.00%,99%,Send to IO2,,346.39,346.1429758,3.62,1,6,91.66,0.2143,6,0.72463746,328.246,3.96568,97.1382,0.2,130,0.33816307,-0.456369889,1.076923077,1.956238243,993.2860499,-3.46,828960.151,6.806274987,150.9882547,17.36420012,5.098681808,5.969305288,0.0,26.98110481,48.53093655,12.30125573,-0.547304078,11.25737949,15.41074871,26,1,6,0,0,0,2,1,3,5,1,6,3,0,0,0,3,-3.4810311885470604,2.497999534715478,-0.27709143698880606,2
00YLL22-043-009,00YLL22-043-009,Gemini LpH,HLB,HLB/Gemini LpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F4S,14.24,1.0,16.0,3.30%,99%,,,293.286,293.0912746,1.567,2,7,107.7,0.1667,4,0.7654188,282.198,2.11958,77.9815,0.066666667,108,0.21240884,-0.507248949,1.227272727,2.081014956,849.1145213,-3.4,177689.015,5.535354273,125.3808459,17.51266114,5.098681808,0.0,0.0,32.61105217,36.52867891,10.03521462,0.03497302,17.13736782,20.39472723,22,2,7,0,0,0,1,2,3,6,2,7,3,0,0,0,3,4.419439946171799,-3.104086551673786,-0.46400022300287525,0
00YLL22-043-010_G2,00YLL22-043-010,Gemini LpH,HLB,HLB/Gemini LpH,True,,Complete,Completed & Shipped,,,,0.1,F4L/F3S,22.49,2.0,20.5,52.80%,98%,"Evaporation extended to 2.3 hours on SAP 4 prior to scheduling SAP 6.;""2nd injection performed; collected 7.04mL into 700001KNB; which was manually combined into first collected fraction for a single PO12 run/vial"";;;",,360.295,360.0834103,3.433,2,6,94.82,0.1786,5,0.741839826,349.207,3.74338,85.1885,0.117647059,132,0.41593582,-0.507248949,1.153846154,2.197205708,1005.973081,-3.54,803588.5141,6.40184906,145.0227463,23.26217297,5.098681808,0.0,0.0,27.62707365,36.39820241,13.04628191,-4.511860785,5.563451492,15.41074871,26,2,6,0,0,0,2,1,3,5,2,9,3,0,0,0,3,0.2867251237025007,5.076598300269672,-1.0907006453811152,3
00YLL22-043-011,00YLL22-043-011,Gemini LpH,HLB,HLB/Gemini LpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F4S,15.54,2.0,15.5,4.60%,100%,,,293.286,293.0912746,1.567,2,7,107.7,0.1667,4,0.7654188,282.198,2.11958,77.9815,0.066666667,108,0.220523295,-0.507248948,1.272727273,2.174520905,866.3645213,-3.4,178889.7804,5.535354273,125.3808459,17.51266114,5.098681808,0.0,0.0,32.61105217,36.52867891,10.06828948,0.022367725,17.13736782,20.39472723,22,2,7,0,0,0,1,2,3,6,2,7,3,0,0,0,3,-0.9783719180574574,-0.7877572593348902,0.13083428808542447,2
00YLL22-043-012_HLB_G2,00YLL22-043-012,Gemini LpH,HLB,HLB/Gemini LpH,True,,Complete,Completed & Shipped,,,,0.1,F4L/F3S,14.44,3.0,14.4,0.00%,100%,,,262.272,262.0854609,2.341,2,5,85.59,0.1364,3,0.743097966,252.192,2.71598,73.6345,0.0,96,0.190001455,-0.507248949,1.05,2.157325363,787.1332417,-3.13,71922.32861,4.860305083,114.6827106,17.51266114,5.098681808,0.0,0.0,20.51727611,48.53093655,9.988666541,0.076139928,11.25737949,15.41074871,20,2,5,0,0,0,2,1,3,4,2,5,2,0,0,0,3,-0.3576452697832217,6.03494033217486,-0.7436884686139617,3
00YLL22-043-013,00YLL22-043-013,Gemini LpH,HLB,HLB/Gemini LpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F4S,8.74,1.0,20.8,26.80%,100%,Evaporation extended to 2.3 hours on SAP 4 prior to scheduling SAP 6.,,304.309,304.0960256,2.875,1,6,91.66,0.2,5,0.751119387,292.213,2.79698,83.3092,0.058823529,112,0.337363852,-0.465417264,1.130434783,2.040420745,908.7068784,-3.46,301062.7958,6.115484115,131.8934284,11.76314931,5.098681808,5.969305288,0.0,28.48985154,48.53093655,11.65438073,-0.381908089,11.25737949,15.41074871,23,1,6,0,0,0,2,1,3,5,1,6,3,0,0,0,3,0.8636275835509802,1.231519328409968,-0.5578079183952289,3
00YLL22-043-014_HLB,00YLL22-043-014,Gemini LpH,HLB,HLB/Gemini LpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F4S,25.9,3.0,8.6,,93%,,,320.308,320.0909402,2.343,2,7,111.9,0.1923,5,0.717056798,308.212,2.50258,84.974,0.058823529,118,0.337363871,-0.506592963,1.25,2.128949327,956.464663,-3.66,440753.3397,6.219781114,136.6876622,17.51266114,5.098681808,5.969305288,0.0,33.59637894,42.46456948,11.67680845,-0.461084204,27.94773396,15.41074871,24,2,7,0,0,0,2,1,3,6,2,7,3,0,0,0,3,9.787254618528747,-6.0997839863237875,-3.9905070080457588,0
00YLL22-043-015,00YLL22-043-015,Gemini LpH,HLB,HLB/Gemini LpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F4S,33.22,4.0,15.7,0.00%,99%,,,262.276,262.0966943,1.601,2,6,104.3,0.1364,3,0.734411199,252.196,1.98758,74.1771,0.0,96,0.189858455,-0.398620686,1.15,2.090351057,799.1738567,-3.2,69293.15426,4.818489641,114.4480155,11.76314931,10.08266033,5.687386275,0.0,20.39472723,42.59504598,8.989986594,0.266374769,11.38131427,20.39472723,20,3,6,0,0,0,1,2,3,5,2,6,2,0,0,0,3,1.9540108168086552,0.16567930549863474,-2.282975338636003,0
00YLL22-043-017,00YLL22-043-017,Gemini LpH,HLB,HLB/Gemini LpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F4S,8.13,1.0,9.6,16.70%,100%,send to IO2,,276.299,276.101111,3.14,1,5,74.59,0.1739,4,0.797510031,264.203,3.01898,78.5217,0.0625,102,0.189858447,-0.496767818,1.047619048,2.017437852,799.6443409,-3.13,122924.2465,5.470096635,121.3669642,17.51266114,5.098681808,0.0,0.0,22.52054625,48.53093655,9.026254585,0.293408255,11.38785599,15.41074871,21,1,5,0,0,0,2,1,3,4,1,5,3,0,0,0,3,2.4603167713816956,-1.227090830029901,-0.08976134816681926,0
00YLL22-043-018_HLB,00YLL22-043-018,Gemini LpH,HLB,HLB/Gemini LpH,True,,Complete,Completed & Shipped,,,,0.1,F4L/F3S,9.16,3.0,5.5,,100%,,,330.269,330.0728456,3.525,2,5,85.59,0.1538,4,0.749425543,321.197,3.73478,78.6365,0.0625,120,0.41591022,-0.507248949,1.041666667,2.047896739,923.7309611,-3.34,324024.1331,5.698357281,133.5442589,17.51266114,5.098681808,0.0,0.0,20.51727611,42.46456948,12.62660965,-4.400862528,11.12690298,15.41074871,24,2,5,0,0,0,2,1,3,4,2,8,2,0,0,0,3,3.6093202879690005,3.2280285803873126,2.3916502496851786,3
00YLL22-043-019,00YLL22-043-019,Gemini LpH,HLB,HLB/Gemini LpH,True,,Complete,Completed & Shipped,,,,0.1,F4L/F3S,5.16,2.0,3.4,27.80%,90%,,,287.282,287.0807099,2.585,2,6,109.4,0.1667,4,0.752385864,278.21,2.58766,78.3495,0.0,104,0.19000148,-0.50659296,1.0,2.182672872,930.1946038,-3.64,178650.5291,5.390191775,125.4402324,17.51266114,5.098681808,0.0,0.0,20.51727611,42.46456948,10.52972789,0.000129441,27.94773396,21.47997003,22,2,6,0,0,0,2,1,3,5,2,6,2,0,0,0,3,-2.7422662621339597,2.6099220508778416,-1.0396882950144428,3
00YLL22-043-020,00YLL22-043-020,Gemini LpH,HLB,HLB/Gemini LpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F4S,8.14,1.0,8.5,0.00%,99%,did not workup well for cycle 1. Extend SPE evap for F3 evap,,305.297,305.0912746,1.892,1,7,104.5,0.2,5,0.743630669,294.209,2.19198,81.1042,0.0625,112,0.337342171,-0.465417519,1.173913043,1.971474376,893.3341062,-3.53,302915.6347,6.071664935,131.1130764,11.76314931,5.098681808,5.969305288,0.0,33.47383006,42.46456948,11.45482678,-0.388466489,22.64523548,25.13159019,23,1,7,0,0,0,1,2,3,6,1,7,3,0,0,0,3,-3.744748255390516,-0.486795118125038,-0.19537767660730362,2
