SAMPLE_ID,STRUCTURE_ID,MEASURABLE?,SAMPLE_STATUS,SAMPLE_CURRENT_STATUS,TERMINATION_CAUSE,TERMINATION_STEP,TERMINATION_DETAILS,RXN_CHEMISTRY_TYPE,REACTION_SCALE_(mmol),SYNTHESIS_COMMENTS,PREFERRED_LCMS_METHOD,SPE_METHOD,SELECTED_FRACTIONS,VOLUME_COLLECTED_(mL),TOTAL_FRACTIONS_COLLECTED,RECOVERED_SAMPLE_DRY_MASS_(mg),PERCENT_YIELD,%_PURITY_(BY_LCMS),PURIFICATION_COMMENTS,
STD-2022-TLN-044,STD-2022-TLN-044,TRUE,Complete,Completed & Stored,,,,,0.1,,,,,12.28,1,45.8,92.20%,100%,,
STD-2022-TLN-045,STD-2022-TLN-045,TRUE,Complete,Completed & Stored,,,,,0.1,,,,,13.65,1,46.2,0.00%,95%,,
STD-2022-TLN-046,STD-2022-TLN-046,,Failed,Terminated,System/Automation Error,PurLCMS (SAP6),LCMS detection issue,,0.1,,,,,,,,91.40%,,,
STD-2022-TLN-047,STD-2022-TLN-047,TRUE,Complete,Completed & Stored,,,,,0.1,,,,,15.16,1,45.8,81.60%,100%,;Sample overpressured SAP6-2 HpH. Manually recovered sample;;;,
STD-2022-TLN-048,STD-2022-TLN-048,TRUE,Complete,Completed & Stored,,,,,0.1,,,,,9,1,40.9,94.20%,100%,;Gemini SAP6-2;;;,
STD-2022-TLN-049,STD-2022-TLN-049,TRUE,Complete,Completed & Stored,,,,,0.1,,,,,13.31,1,47.2,0.00%,100%,";""MS signal flat; manually collected. Splitter was not actuating during run due to mis-timed power cycle (loose cable.) checked COI presence in collected fractions in SAP5"";;;",
STD-2022-TLN-050,STD-2022-TLN-050,,Failed,Terminated,System/Automation Error,PurLCMS (SAP6),LCMS detection issue,,0.1,,,,,0,,,89.80%,,";""HPH SAP6-1",
STD-2022-TLN-051,STD-2022-TLN-051,TRUE,Complete,Completed & Stored,,,,,0.1,,,,,14.77,1,45,94.60%,100%,";;;
;HPH SAP6-2",
STD-2022-TLN-052,STD-2022-TLN-052,TRUE,Complete,Completed & Stored,,,,,0.1,,,,,15.18,1,47.4,0.00%,94%,";;;
;HPH SAP6-2",
STD-2022-TLN-053,STD-2022-TLN-053,,Failed,Terminated,System/Automation Error,PurLCMS (SAP6),LCMS detection issue,,0.1,,,,,,,,92.20%,,";;;
Forced spe run to run gemini ",
STD-2022-TLN-054,STD-2022-TLN-054,TRUE,Complete,Completed & Stored,,,,,0.1,,,,,15.2,1,46.2,86.80%,100%,"
Forced spe run to run gemini . Crude COI height of 40 only. SPE height of 27
;HPH SAP6-2",
STD-2022-TLN-055,STD-2022-TLN-055,TRUE,Complete,Completed & Stored,,,,,0.1,,,,,21.45,1,43.5,91.40%,100%,";;;
;HPH SAP6-2; post solvent work",
STD-2022-TLN-056,STD-2022-TLN-056,TRUE,Complete,Completed & Stored,,,,,0.1,,,,,15.7,1,45.8,81.80%,100%,;500427MNP was dropped inside SAP8 due to automation hardware error. about 100ul left.,
STD-2022-TLN-057,STD-2022-TLN-057,TRUE,Complete,Completed & Stored,,,,,0.1,,,,,15.12,1,41,91.40%,100%,";;
;LpH SAP6-1;;;
;SAP6-2 LpH;;;






;SAP6-2 LpH; post solvent work",
STD-2022-TLN-058,STD-2022-TLN-058,TRUE,Complete,Completed & Stored,,,,,0.1,,,,,13.18,1,45.8,86.40%,100%,";;;


























submission error; manually selected/made PurLCMS run"";HpH overpressured SAP6-1;;;",
STD-2022-TLN-059,STD-2022-TLN-059,TRUE,Complete,Completed & Stored,,,,,0.1,,,,,20.48,1,43.3,92.80%,100%,,
STD-2022-TLN-060,STD-2022-TLN-060,TRUE,Complete,Completed & Stored,,,,,0.1,,,,,33,1,46.5,87.60%,100%,;LpH Gemini;;;,
STD-2022-TLN-061,STD-2022-TLN-061,TRUE,Complete,Completed & Stored,,,,,0.1,,,,,14.95,1,43.9,95.00%,100%,;LpH Gemini;;;,
STD-2022-TLN-062,STD-2022-TLN-062,TRUE,Complete,Completed & Stored,,,,,0.1,,,,,12.53,1,47.6,84.40%,100%,"Forced spe run to run gemini 
;manually collected;;;""SAP8 dropped only A1 vial; all sample lost""",
STD-2022-TLN-063,STD-2022-TLN-063,TRUE,Complete,Completed & Stored,,,,,0.1,,,,,20.61,1,42.3,0.00%,100%,;CTC lost config/manual PO12;500428LUD was dropped inside of SAP8 and all the volume was lost. Looks like it is the only A1 for that sample also :sad-egg: https://secure.transcriptic.com/transcriptic/runspage/queue/complete/runs/r1gyppuw95qw8n/prime;;,
STD-2022-TLN-064,STD-2022-TLN-064,,Failed,Terminated,System/Automation Error,PurLCMS (SAP6),LCMS detection issue,,0.1,,,,,,,,93.00%,,;HpH;;;,
STD-2022-TLN-065,STD-2022-TLN-065,TRUE,Complete,Completed & Stored,,,,,0.1,,,,,14.8,1,46.6,47.50%,100%,;LpH Luna;;;,
STD-2022-TLN-066,STD-2022-TLN-066,TRUE,Complete,Completed & Stored,,,,,0.1,,,,,23.87,1,23.8,92.00%,100%,;sample overpressured SAP6-1;;;,
STD-2022-TLN-067,STD-2022-TLN-067,TRUE,Complete,Completed & Stored,,,,,0.1,,,,,14.05,1,46.1,89.00%,100%,"RunNextMethod-Luna;manually collected first 3 fractions;""no PO13; returned D2 to chemists"";;""no PO13; returned D2 to  chemist""",
STD-2022-TLN-068,STD-2022-TLN-068,TRUE,Complete,Completed & Stored,,,,,0.1,,,,,14.04,1,44.6,88.00%,100%,,
STD-2022-TLN-069,STD-2022-TLN-069,TRUE,Complete,Completed & Stored,,,,,0.1,,,,,15.06,1,44.1,87.80%,100%,,
STD-2022-TLN-070,STD-2022-TLN-069,TRUE,Complete,Completed & Stored,,,,,0.1,,,,,13.51,1,44,92.60%,100%,,
STD-2022-TLN-071,STD-2022-TLN-069,TRUE,Complete,Completed & Stored,,,,,0.1,,,,,13.16,1,46.4,88.40%,100%,,
STD-2022-TLN-072,STD-2022-TLN-069,TRUE,Complete,Completed & Stored,,,,,0.1,,,,,11.94,1,44.3,8.60%,100%,,
STD-2022-TLN-073,STD-2022-TLN-069,TRUE,Complete,Completed & Stored,,,,,0.1,,,,,8.23,1,40.4,96.00%,100%,,
STD-2022-TLN-074,STD-2022-TLN-069,TRUE,Complete,Completed & Stored,,,,,0.1,,,,,13.19,1,48.1,89.80%,100%,,
STD-2022-TLN-075,STD-2022-TLN-069,TRUE,Complete,Completed & Stored,System/Automation Error,PurLCMS (SAP6),LCMS detection issue,,0.1,,,,,13.35,1,45,88.40%,100%,,
STD-2022-TLN-076,STD-2022-TLN-069,TRUE,Complete,Completed & Stored,,,,,0.1,,,,,15.25,1,44.3,88.80%,100%,,
STD-2022-TLN-077,STD-2022-TLN-069,TRUE,Complete,Completed & Stored,,,,,0.1,,,,,13.34,1,44.5,88.40%,100%,,
STD-2022-TLN-078,STD-2022-TLN-069,TRUE,Complete,Completed & Stored,,,,,0.1,,,,,15.62,1,44.3,8.80%,100%,;LpH Gemini;;;,
STD-2022-TLN-079,STD-2022-TLN-079,TRUE,Complete,Completed & Stored,,,,,0.1,,,,,11.91,2,40.5,91.40%,100%,;LpH Gemini;;;,
STD-2022-TLN-080,STD-2022-TLN-080,TRUE,Complete,Completed & Stored,,,,,0.1,,,,,15.08,1,45.8,0.00%,100%,";""HpH; SAP6-1"";;;",
VAL-ATOM22-049-001,VAL-ATOM22-049-001,,Complete,Completed & Stored,,,,,0.7,,Xbridge HpH,MCX,F1L/F2S,,,,0.00%,,";""dried all A1s due to first round overpressuring SAP6; prior to repurification. Re-purification also overpressured SAP6"";;;",
VAL-ATOM22-049-002,VAL-ATOM22-049-002,,Complete,Completed & Stored,,,,,0.7,,Gemini LpH,HLB,F3L,,,,0.00%,,,
VAL-ATOM22-049-003,VAL-ATOM22-049-003,,Complete,Completed & Stored,,,,,0.7,,,HLB,F3L,,,,0.00%,,,
VAL-ATOM22-049-004,VAL-ATOM22-049-004,,Complete,Completed & Stored,,,,,0.7,,,HLB,F4L/F3S,,,,0.00%,,,
VAL-ATOM22-049-005,VAL-ATOM22-049-005,,Complete,Completed & Stored,,,,,0.7,,,HLB,F4L,,,,0.00%,,,
VAL-ATOM22-049-006,VAL-ATOM22-049-006,,Complete,Completed & Stored,,,,,0.7,,,HLB,F3L/F4S,,,,0.00%,,,
VAL-ATOM22-049-007,VAL-ATOM22-049-007,,Complete,Completed & Stored,,,,,0.7,,,HLB,F3L,,,,0.00%,,,
VAL-ATOM22-049-008,VAL-ATOM22-049-008,,Complete,Completed & Stored,,,,,0.7,,,HLB,F3L,,,,0.00%,,,
VAL-ATOM22-049-009,VAL-ATOM22-049-009,,Complete,Completed & Stored,,,,,0.7,,,HLB,F3L/F4S,,,,0.00%,,,
VAL-ATOM22-049-010,VAL-ATOM22-049-010,,Complete,Completed & Stored,,,,,0.7,,,HLB,F4L/F3S,,,,0.00%,,"Forced spe run to run gemini 
;""peak did not collect due to pressure fluctuations; also MS slope threshold 90K; sample got to 60K"";;;",
VAL-ATOM22-049-011,VAL-ATOM22-049-011,,Complete,Completed & Stored,,,,,0.7,,,HLB,F3L,,,,0.00%,,,
VAL-ATOM22-049-012,VAL-ATOM22-049-012,,Complete,Completed & Stored,,,,,0.7,,,HLB,F4L/F3S,,,,0.00%,,,
VAL-ATOM22-049-013,VAL-ATOM22-049-013,,Complete,Completed & Stored,,,,,0.7,,,HLB,F4L/F3S,,,,0.00%,,,
VAL-ATOM22-049-014,VAL-ATOM22-049-014,,Complete,Completed & Stored,,,,,0.7,,,HLB,F3L,,,,0.00%,,,
VAL-ATOM22-049-015,VAL-ATOM22-049-001,,In progress,Synthesis,Challenges of Sample/Chemistry,Synthesis (SAP1/2),"Insufficient COI detected, below threshold",,0.7,,,,,,,,0.00%,,,
VAL-ATOM22-049-016,VAL-ATOM22-049-002,,Complete,Cancelled,,,,,0.7,,,,,,,,0.00%,,,
VAL-ATOM22-049-017,VAL-ATOM22-049-003,,Complete,Cancelled,,,,,0.7,,,,,,,,0.00%,,,
VAL-ATOM22-049-018,VAL-ATOM22-049-004,,Complete,Cancelled,,,,,0.7,,,,,,,,0.00%,,,
VAL-ATOM22-049-019,VAL-ATOM22-049-005,,Complete,Cancelled,,,,,0.7,,,,,,,,0.00%,,,
VAL-ATOM22-049-020,VAL-ATOM22-049-006,,Complete,Cancelled,,,,,0.7,,,,,,,,0.00%,,,
VAL-ATOM22-049-021,VAL-ATOM22-049-007,,Complete,Cancelled,,,,,0.7,,,,,,,,0.00%,,,
VAL-ATOM22-049-022,VAL-ATOM22-049-008,,Complete,Cancelled,,,,,0.7,,,,,,,,0.00%,,,
VAL-ATOM22-049-023,VAL-ATOM22-049-009,,Complete,Cancelled,,,,,0.7,,,,,,,,0.00%,,,
VAL-ATOM22-049-024,VAL-ATOM22-049-010,,Complete,Cancelled,,,,,0.7,,,,,,,,0.00%,,,
VAL-ATOM22-049-025,VAL-ATOM22-049-011,,Complete,Cancelled,,,,,0.7,,,,,,,,0.00%,,,
VAL-ATOM22-049-026,VAL-ATOM22-049-012,,Complete,Cancelled,,,,,0.7,,,,,,,,0.00%,,,
VAL-ATOM22-049-027,VAL-ATOM22-049-013,,Complete,Cancelled,,,,,0.7,,,,,,,,0.00%,,,
VAL-ATOM22-049-028,VAL-ATOM22-049-014,,Complete,Cancelled,,,,,0.7,,,,,,,,1.90%,,,
VAL-ST2022-056-002,00YRB22-053-001,TRUE,Complete,Completed & Stored,,,,Suzuki coupling,0.1,,Xbridge HpH,MCX,F1L/F2S,10.56,1,6.8,9.10%,100%,,
VAL-ST2022-056-003,00YRB22-053-001,TRUE,Complete,Completed & Stored,,,,Suzuki coupling,0.1,,Gemini LpH,HLB,F4L/F1S,9.03,1,5.7,13.60%,100%,,
VAL-ST2022-056-004,00YRB22-055-002,TRUE,Complete,Completed & Stored,Challenges of Sample/Chemistry,Synthesis (SAP1/2),"Insufficient COI detected, below threshold",amide coupling,0.05,,Xbridge HpH,MCX,F3L/F1S,14.86,2,2.2,98.80%,70%,,
VAL-ST2022-056-007,00YRB22-055-007,TRUE,Complete,Completed & Stored,,,,amide coupling,0.05,,Gemini LpH,HLB,F4L/F3S,48.3,2,17.8,27.10%,99%,,
VAL-ST2022-056-009,00YRB22-055-006,TRUE,Complete,Completed & Stored,,,,amide coupling,0.05,,Gemini LpH,HLB,F4L/F3S,10.53,1,5.1,92.20%,100%,,
STD-2022-TLN-081,STD-2022-TLN-081,TRUE,Complete,Completed & Stored,,,,,0.1,,,,,13.61,1,46.2,91.40%,100%,,
STD-2022-TLN-082,STD-2022-TLN-082,TRUE,Complete,Completed & Stored,,,,,0.1,,,,,13.66,1,45.8,6.50%,100%,,
STD-2022-TLN-083,STD-2022-TLN-083,TRUE,Complete,Completed & Stored,,,,,0.1,,,,,13.27,1,30.3,91.60%,100%,,
STD-2022-TLN-084,STD-2022-TLN-084,TRUE,Complete,Completed & Stored,,,,,0.1,,,,,5.51,1,45.9,59.80%,100%,,
STD-2022-NFA-012,STD-2022-NFA-012,TRUE,Complete,Completed & Stored,,,,,0.4,,Gemini LpH,HLB,F4L,14.69,1,44.9,64.10%,100%,,
STD-2022-PRP-016,STD-2022-PRP-016,TRUE,Complete,Completed & Stored,,,,,0.1,,Xbridge HpH,MCX,F3L/F4S,33,2,32.1,86.60%,99%,,
STD-2022-TLN-085,STD-2022-TLN-085,TRUE,Complete,Completed & Stored,,,,,0.1,,Xbridge HpH,,,12.21,2,43.4,92.00%,100%,,
STD-2022-TLN-086,STD-2022-TLN-086,TRUE,Complete,Completed & Stored,,,,,0.1,,Xbridge HpH,,,13.24,1,46.1,89.00%,100%,,
STD-2022-TLN-087,STD-2022-TLN-087,TRUE,Complete,Completed & Stored,,,,,0.1,,LunaOmega_LowpH,,,14.47,1,44.6,87.60%,100%,,
STD-2022-TLN-088,STD-2022-TLN-088,TRUE,Complete,Completed & Stored,,,,,0.1,,Gemini LpH,,,11.6,1,43.9,86.50%,100%,,
STD-2022-NFA-013,STD-2022-NFA-013,TRUE,Complete,Completed & Stored,,,,,0.1,,Gemini LpH,HLB,F1L,15.28,1,43.2,41.80%,98%,,
EP3EE36-137,EP3EE36-137,TRUE,Complete,Completed & Shipped,,,,,0.15,,Gemini LpH,HLB,F3L,14.9,1,13.8,57.90%,100%,checked,
EP3EE36-143,EP3EE36-143,TRUE,Complete,Completed & Shipped,,,,,0.15,,Gemini LpH,HLB,F4L/F3S,16.18,1,19.3,27.90%,100%,checked,
EP3EE36-146,EP3EE36-146,TRUE,Complete,Completed & Stored,,,,,0.15,,Gemini LpH,HLB,F3L,19.81,1,9.3,46.20%,98%,,
EP3EE36-151,EP3EE36-151,TRUE,Complete,Completed & Shipped,,,,,0.15,,Xbridge HpH,HLB,F3L/F4S,24.1,1,15.4,9.80%,99%,checked,
STD-2022-TLN-089,STD-2022-TLN-089,TRUE,Complete,Completed & Stored,,,,,0.1,,Gemini LpH,,,13.65,1,45.5,8.70%,99%,,
00YRB22-059-014_S2,00YRB22-059-014,TRUE,Complete,Completed & Shipped,,,,,0.2,,Xbridge HpH,MCX,F3L/F1S,11.97,3,4,89.00%,100%,,
STD-2022-TLN-090,STD-2022-TLN-090,TRUE,In progress,Completed & Stored,,,,,0.1,,,,,13.91,1,44.6,92.20%,100%,,
STD-2022-TLN-091,STD-2022-TLN-091,TRUE,In progress,Completed & Stored,,,,,0.1,,,,,66,3,46.2,96.20%,100%,,
STD-2022-TLN-092,STD-2022-TLN-092,TRUE,In progress,Completed & Stored,,,,,0.1,,,,,13.37,1,48.2,31.00%,99%,,
EP3EE36-154,EP3EE36-154,TRUE,Complete,Completed & Shipped,,,,,0.1,,Gemini LpH,HLB,F3L/F4S,8.23,1,15.5,11.80%,100%,checked,
EP3EE36-155,EP3EE36-155,TRUE,Complete,Completed & Stored,,,,,0.1,,Gemini LpH,HLB,F3L,7.74,2,4.1,91.80%,92%,,
STD-2022-TLN-093,STD-2022-TLN-093,TRUE,In progress,Completed & Stored,,,,,0.1,,,,,12.67,1,46,83.20%,100%,,
STD-2022-TLN-094,STD-2022-TLN-094,TRUE,In progress,Completed & Stored,,,,,0.1,,,,,14.76,2,41.7,86.80%,100%,,
STD-2022-TLN-095,STD-2022-TLN-095,TRUE,In progress,Completed & Stored,,,,,0.1,,,,,9.78,1,43.5,87.80%,100%,,
STD-2022-TLN-096,STD-2022-TLN-096,TRUE,In progress,Completed & Stored,,,,,0.1,,,,,15.83,1,44,0.00%,100%,,
TVE0PR22-062-001,TVE0PR22-062-001,,Failed,Terminated,Challenges of Sample/Chemistry,Synthesis (SAP1/2),No conversion (SM is major peak),,0.05,,,,,,,,12.20%,,,
TVE0PR22-062-002,TVE0PR22-062-002,TRUE,In progress,Completed & Stored,,,,,0.3,,Xbridge HpH,MCX,F3L,22.55,2,11,0.00%,100%,,
TVE0SC22-061-001,TVE0SC22-061-001,,Complete,Completed & Stored,,,,,0.7,"Only SPE run for purification
",Gemini LpH,MCX,F2L/F1S,,,,0.00%,,,
TVE0SC22-061-002,TVE0SC22-061-002,,Complete,Completed & Stored,,,,,0.7,"Only SPE run for purification
",Gemini LpH,MCX,F2L/F1S,,,,0.00%,,,
TVE0OP22-058-001,TVE0OP22-058-001,,Failed,Resynthesis,Challenges of Sample/Chemistry,Synthesis (SAP1/2),No conversion (SM is major peak),,0.1,,,,,,,,0.00%,,,
TVE0OP22-058-002,TVE0OP22-058-002,,Failed,Resynthesis,Challenges of Sample/Chemistry,Synthesis (SAP1/2),No conversion (SM is major peak),,0.1,"
",,,,,,,88.40%,,,
STD-2022-TLN-097,STD-2022-TLN-097,TRUE,In progress,Completed & Stored,,,,,0.1,,,,,14.71,1,44.3,0.00%,100%,,
00YRB22-059-022_S2,00YRB22-059-022,,Failed,Terminated,Operator error,Synthesis (SAP1/2),No conversion (SM is major peak),amide coupling,0.1,Failed under Tier 2 conditions; only SM observed,,,,,,,0.00%,,,
00YRB22-059-022_S3,00YRB22-059-022,,Failed,Terminated,Operator error,Synthesis (SAP1/2),No conversion (SM is major peak),amide coupling,0.1,,,,,,,,0.00%,,,
00YRB22-059-031_S2,00YRB22-059-031,,Failed,Terminated,Challenges of Sample/Chemistry,Synthesis (SAP1/2),No conversion (SM is major peak),amide coupling,0.1,Failed under Tier 2 conditions; only SM observed,,,,,,,88.80%,,,
STD-2022-TLN-098,STD-2022-TLN-098,,In progress,Completed & Stored,,,,,0.1,,,,,12.69,1,44.5,9.40%,,,
STD-2022-TLN-099,STD-2022-TLN-099,,In progress,Completed & Stored,,,,,0.1,,,,,15.01,1,45.3,0.00%,,,
00YRB22-063-001,00YRB22-063-001,,Failed,Terminated,Materials unavailable,Material(s) Procurement,Materials too expensive,sulfonamide formation,0.1,,,,,,,,17.80%,,,
00YRB22-063-002,00YRB22-063-002,TRUE,Complete,Completed & Shipped,,,,sulfonamide formation,0.1,,Gemini LpH,MCX,F1L/F2S,4.62,3,7.9,71.40%,99%,,
00YRB22-063-003,00YRB22-063-003,TRUE,Complete,Completed & Shipped,,,,sulfonamide formation,0.1,,Gemini LpH,HLB,F3L,"18.21
",1,25.3,35.40%,93%,,
00YRB22-063-004,00YRB22-063-004,TRUE,Complete,Completed & Shipped,,,,sulfonamide formation,0.1,,Gemini LpH,HLB,F3L/F4S,12.22,2,14.9,58.10%,100%,,
00YRB22-063-005,00YRB22-063-005,TRUE,Complete,Completed & Shipped,,,,sulfonamide formation,0.1,,Gemini LpH,HLB,F3L/F4S,"11.50
",1,23.5,21.50%,100%,,
00YRB22-063-006,00YRB22-063-006,TRUE,Complete,Completed & Stored,,,,sulfonamide formation,0.1,,Gemini LpH,HLB,F3L/F4S,"8.24
",3,8.7,57.60%,100%,,
00YRB22-063-007,00YRB22-063-007,TRUE,Complete,Completed & Shipped,,,,sulfonamide formation,0.1,,Gemini LpH,MCX,F3L/F1,22.28,1,23.3,0.00%,99%,,
00YRB22-063-008,00YRB22-063-008,,Failed,Resynthesis,Challenges of Sample/Chemistry,PurLCMS (SAP6),"Insufficient COI detected, below threshold",sulfonamide formation,0.1,,Gemini LpH,MCX,F3L/F1,,,,26.40%,,,
00YRB22-063-008_S2,00YRB22-063-008,TRUE,Complete,Completed & Shipped,,,,sulfonamide formation,0.1,,Gemini LpH,HLB,F3L,13.04,1,10.8,9.00%,93%,,
00YRB22-063-009,00YRB22-063-009,TRUE,Complete,Completed & Shipped,,,,sulfonamide formation,0.1,,Gemini LpH,MCX,F1L,7.46,,4,7.40%,96%,,
00YRB22-063-010,00YRB22-063-010,TRUE,Complete,Completed & Shipped,,,,sulfonamide formation,0.1,,Xbridge HpH,MCX,F1L,8.24,,3,35.10%,95%,,
00YRP22-067-001,00YRP22-067-001,TRUE,Complete,Completed & Stored,,,,sulfonamide formation,0.1,,Gemini LpH,HLB,F3L/F4S,22.83,3,13,22.00%,100%,Manual collection due to low UV absorbance of COI,
00YRB22-063-012,00YRB22-063-012,TRUE,Complete,Completed & Stored,,,,sulfonamide formation,0.1,,Gemini LpH,HLB,F3L,9.36,2,8.8,0.00%,93%,,
00YRB22-063-013,00YRB22-063-013,,Failed,Resynthesis,Challenges of Sample/Chemistry,Synthesis (SAP1/2),"Insufficient COI detected, below threshold",sulfonamide formation,0.1,,,,,,,,6.50%,,,
00YRB22-063-013_S2,00YRB22-063-013,TRUE,Complete,Completed & Stored,,,,sulfonamide formation,0.1,"Isobars observed. COI is likely the minor peak eluting at 0.630 min (HpH).
Purification; 1 isobar, COI observed below thresholds, manually making PurLCMS run",Gemini LpH,HLB,F3L/F4S,9.65,2,2.6,0.00%,91%,"manually selected SPE fractions to send to SAP6, COI below thresholds. Manually collected. Remade QC, CS>purity than Virscidian",
00YRP22-067-002,00YRP22-067-002,,Failed,Resynthesis,Challenges of Sample/Chemistry,Synthesis (SAP1/2),"Insufficient COI detected, below threshold",sulfonamide formation,0.1,,,,,,,,18.80%,,,
00YRP22-067-002_S2,00YRP22-067-002,TRUE,Complete,Completed & Stored,,,,sulfonamide formation,0.1,,Gemini LpH,HLB,F3L,10.43,1,7.1,0.00%,100%,Manual collection required due to low UV absorbance of COI,
00YRB22-063-015,00YRB22-063-015,,Complete,Cancelled,,,,sulfonamide formation,0.1,,,,,,,,0.00%,,,
00YRB22-063-016,00YRB22-063-016,,Failed,Terminated,Materials unavailable,Material(s) Procurement,Materials too expensive,sulfonamide formation,0.1,,,,,,,,0.00%,,,
00YRB22-063-017,00YRB22-063-017,,Failed,Resynthesis,System/Automation Error,PurLCMS (SAP6),Sample overpressured system/was lost,sulfonamide formation,0.1,,Xbridge HpH,MCX,F1L/F2S,,,,1.30%,,,
00YRB22-063-018,00YRB22-063-018,TRUE,Complete,Completed & Shipped,,,,sulfonamide formation,0.1,,Gemini LpH,MCX,F1L,7.83,,3.8,0.00%,92%,,
00YRB22-063-019,00YRB22-063-019,,Failed,Resynthesis,Challenges of Sample/Chemistry,Synthesis (SAP1/2),Decomposition (no SM or COI observed),sulfonamide formation,0.1,,,,,,,,0.00%,,,
00YRB22-063-019_S2,00YRB22-063-019,,Failed,Terminated,Challenges of Sample/Chemistry,Synthesis (SAP1/2),Decomposition (no SM or COI observed),sulfonamide formation,0.1,,,,,,,,0.00%,,,
00YRB22-063-020,00YRB22-063-020,,Failed,Resynthesis,Challenges of Sample/Chemistry,Synthesis (SAP1/2),"Insufficient COI detected, below threshold",sulfonamide formation,0.1,,,,,,,,1.90%,,,
00YRB22-063-020_S2,00YRB22-063-020,TRUE,Complete,Completed & Shipped,,,,sulfonamide formation,0.1,Manual collection required due to low UV absorbance of COI,Gemini LpH,HLB,F3L,15.1,2,4,0.00%,91%,,
00YRB22-063-021,00YRB22-063-021,,Failed,Resynthesis,Challenges of Sample/Chemistry,Synthesis (SAP1/2),Decomposition (no SM or COI observed),sulfonamide formation,0.1,,,,,,,,0.00%,,,
00YRB22-063-021_S2,00YRB22-063-021,,Failed,Terminated,Challenges of Sample/Chemistry,Synthesis (SAP1/2),Decomposition (no SM or COI observed),sulfonamide formation,0.1,,,,,,,,0.00%,,,
00YRB22-063-022,00YRB22-063-022,,Failed,Terminated,Materials unavailable,Material(s) Procurement,Materials too expensive,sulfonamide formation,0.1,,,,,,,,0.00%,,,
VAL-EVRT22-050-009,VAL-EVRT22-050-009,,Failed,Terminated,Operator error,PurLCMS (SAP6),,,0.4,,Xbridge HpH,MCX,F3L/F1S,0,,,#VALUE!,,,
TVE0SC22-070-001,TVE0SC22-070-001,,Complete,Completed & Stored,,,,,,Used as crude for the next step,,,,,,,87.40%,,,
STD-2022-TLN-100,STD-2022-TLN-100,,In progress,Completed & Stored,,,,,0.1,,,,,9.39,1,43.8,91.80%,,,
STD-2022-TLN-101,STD-2022-TLN-101,,In progress,Completed & Stored,,,,,0.1,,,,,14.99,1,46,1.60%,,,
00YRB22-059-032_RP,00YRB22-059-032,TRUE,Failed,Terminated,System/Automation Error,Weigh & Reformatting (SAP8),Sample dropped,amide coupling,0.1,,Gemini LpH,MCX,F3L/F1S,4.04,1,5,3.60%,33%,,
00YRB22-059-033_RP,00YRB22-059-033,TRUE,Failed,Terminated,Challenges of Sample/Chemistry,DA/NMR QC,Below purity threshold,amide coupling,0.1,,Gemini LpH,MCX,F3L/F1S,5.82,1,1.7,83.00%,53%,,
STD-2022-TLN-102,STD-2022-TLN-102,,In progress,Completed & Stored,,,,,0.1,,,,,11.51,2,41.6,92.40%,,,
STD-2022-TLN-103,STD-2022-TLN-103,,In progress,Completed & Stored,,,,,0.1,,,,,15.63,1,46.3,19.90%,,,
00YRB22-059-110_I2,00YRB22-059-110,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.1,Isobars observed,Xbridge HpH,MCX,F3L/F4S,11.88,3,8.4,16.40%,96%,,
TVE0SC22-070-002,TVE0SC22-070-002,,Complete,Completed & Stored,,,,,0.7,,Gemini LpH,MCX,F3L/F1S,13.66,4,173,89.00%,,,
STD-2022-TLN-104,STD-2022-TLN-104,,In progress,Completed & Stored,,,,,0.1,,,,,15.47,1,44.6,27.90%,,,
00YRB22-064-001,00YRB22-064-001,TRUE,Complete,Completed & Stored,,,,reductive amination,0.1,,Xbridge HpH,HLB,F3L/F4S,15.33,1,21.5,31.40%,100%,,
00YRB22-064-002,00YRB22-064-002,TRUE,Complete,Completed & Stored,,,,reductive amination,0.1,,Gemini LpH,HLB,F3L/F4S,45.84,2,24.2,18.20%,97%,,
00YRB22-064-003,00YRB22-064-003,TRUE,Complete,Completed & Stored,,,,reductive amination,0.1,,Xbridge HpH,HLB,F3L/F4S,14.87,2,14.1,0.00%,100%,,
00YRB22-064-004,00YRB22-064-004,,In progress,Synthesis,,,,reductive amination,0.1,,,,,,,,31.90%,,,
00YRB22-064-005,00YRB22-064-005,TRUE,Complete,Completed & Stored,,,,reductive amination,0.1,,Xbridge HpH,HLB,F3L/F4S,17.95,1,24,0.00%,100%,,
00YRB22-064-006,00YRB22-064-006,,In progress,Awaiting materials,,,,reductive amination,0.1,,,,,,,,5.60%,,,
00YRB22-064-007,00YRB22-064-007,TRUE,Complete,Completed & Stored,,,,reductive amination,0.1,,Xbridge HpH,HLB,F3L,7.4,1,4.2,54.50%,91%,,
STD-2022-NFA-014,STD-2022-NFA-014,TRUE,Complete,Completed & Stored,,,,,0.1,,Gemini LpH,HLB,F4L,13.86,1,27.2,58.50%,100%,,
STD-2022-PRP-017,STD-2022-PRP-017,TRUE,Complete,Completed & Stored,,,,,0.1,,Xbridge HpH,MCX,F3L,25.7,1,29.3,83.20%,100%,,
STD-2022-TLN-105,STD-2022-TLN-105,TRUE,In progress,Completed & Stored,,,,,0.1,,,,,14.43,1,41.7,91.80%,100%,,
